,original,google_translate,,
2124,"An example label application would be:
kubectl label namespace kubeflow serving.kubeflow.org/inferenceservice=enabled
An example Istio gateway is shown in EXAMPLE 8-6.","라벨 애플리케이션의 예는 다음과 같습니다.
kubectl 라벨 네임 스페이스 kubeflow serving.kubeflow.org/inferenceservice=enabled
Istio 게이트웨이의 예가 예 8-6에 나와 있습니다.",,
2125,Example 8-6.,예 8-6.,,
2126,"Seldon Core Istio Gateway
kind: Gateway
metadata:
  name: seldon-gateway
  namespace: istio-system
spec:
  selector:
    istio: ingressgateway
  servers:
  - hosts:
    - '*'
    port:
      name: http
      number: 80
      protocol: HTTP
You should save EXAMPLE 8-6 to a file and apply it using kubectl.","Seldon Core Istio 게이트웨이
종류 : 게이트웨이
메타 데이터 :
  이름 : seldon-gateway
  네임 스페이스 : istio-system
투기:
  선택자:
    istio : ingressgateway
  서버 :
  -호스트 :
    - '*'
    포트:
      이름 : http
      번호 : 80
      프로토콜 : HTTP
예제 8-6을 파일에 저장하고 kubectl을 사용하여 적용해야합니다.",,
2127,8.7.1.2.,8.7.1.2.,,
2128,"Packaging your model
As mentioned before, to run a model with Seldon Core you can either
package it using a prepackaged model server[9] or a language wrapper.","모델 패키징
앞서 언급했듯이 Seldon Core로 모델을 실행하려면 다음 중 하나를 수행 할 수 있습니다.
미리 패키징 된 모델 서버 [9] 또는 언어 래퍼를 사용하여 패키징합니다.",,
2129,"[10]


8.7.1.3.","[10]


8.7.1.3.",,
2130,"Creating a SeldonDeployment
After packaging your model you need to define an inference graph that connects a set of model components into a
single inference system.","SeldonDeployment 생성
모델을 패키징 한 후에는 일련의 모델 구성 요소를 연결하는 추론 그래프를 정의해야합니다.
단일 추론 시스템.",,
2131,Each of the model components can be one of the two options outlined in SECTION 8.7.1.2.,각 모델 구성 요소는 섹션 8.7.1.2에 설명 된 두 가지 옵션 중 하나 일 수 있습니다.,,
2132,Some example graphs are shown in FIGURE 8-3.,그림 8-3에는 몇 가지 예제 그래프가 나와 있습니다.,,
2133,Figure 8-3.,그림 8-3.,,
2134,"Seldon graph examples

The following list expands on the example inference graphs (a) to (e), as shown in FIGURE 8-3:


(a) A single model


(b) Two models in sequence.","셀던 그래프 예제

다음 목록은 그림 8-3에 표시된대로 예제 추론 그래프 (a)에서 (e)까지 확장됩니다.


(a) 단일 모델


(b) 두 가지 모델이 차례로 나타납니다.",,
2135,The output of the first will be fed into the input of the second.,첫 번째의 출력은 두 번째의 입력으로 공급됩니다.,,
2136,"(c) A model with input and output transformers: the input transformer will be called, then the model and the response will be transformed by the output transformer


(d) A router that will choose whether to send to model A or B


(e) A combiner that takes the response from model A and B and combines into a single response[11]


In addition, SeldonDeployment can specify methods for each component.","(c) 입력 및 출력 트랜스포머가있는 모델 : 입력 트랜스포머가 호출 된 다음 모델과 응답이 출력 트랜스포머에 의해 변환됩니다.


(d) 모델 A 또는 B로 전송할지 여부를 선택할 라우터


(e) 모델 A와 B에서 응답을 받아 단일 응답으로 결합하는 결합기 [11]


또한 SeldonDeployment는 각 구성 요소에 대한 메서드를 지정할 수 있습니다.",,
2137,"When your SeldonDeployment is deployed, Seldon Core adds a service orchestrator to manage the request and response flow through your graph.",SeldonDeployment가 배포되면 Seldon Core는 서비스 오케 스트레이터를 추가하여 그래프를 통한 요청 및 응답 흐름을 관리합니다.,,
2138,"An example SeldonDeployment, for inference graph (a) in FIGURE 8-3, appears in EXAMPLE 8-7 as an example of what a prepackaged model server looks like.",그림 8-3의 추론 그래프 (a)에 대한 SeldonDeployment의 예는 사전 패키징 된 모델 서버의 모습에 대한 예로서 예 8-7에 나와 있습니다.,,
2139,Example 8-7.,예 8-7.,,
2140,"Simple Seldon Core prepackaged model server
apiVersion: machinelearning.seldon.io/v1
kind: SeldonDeployment
metadata:
 name: seldon-model
spec:
 name: test-deployment
 predictors:
 - componentSpecs:
   graph:
     name: classifier
     type: SKLEARN_SERVER
     modelUri: gs://seldon-models/sklearn/income/model
     children: []
   name: example
   replicas: 1
In the example you see that the SeldonDeployment has a list of predictors, each of which describes an inference graph.","Simple Seldon Core 사전 패키지 모델 서버
apiVersion : machinelearning.seldon.io/v1
종류 : SeldonDeployment
메타 데이터 :
 이름 : 셀던 모델
투기:
 이름 : 테스트 배포
 예측 자 :
 -구성 요소 사양 :
   그래프:
     이름 : 분류 자
     유형 : SKLEARN_SERVER
     modelUri : gs : // seldon-models / sklearn / income / model
     어린이 : []
   이름 : 예
   복제본 : 1
이 예에서 SeldonDeployment에 예측 자 목록이 있으며 각 예측자는 추론 그래프를 설명합니다.",,
2141,"Each predictor has some core fields:

componentSpecs

A list of Kubernetes PodSpecs, each of which will be used for a Kubernetes deployment.","각 예측 변수에는 몇 가지 핵심 필드가 있습니다.

componentSpecs

Kubernetes 배포에 사용되는 Kubernetes PodSpecs 목록입니다.",,
2142,"graph

A representation of the inference graph containing the name of each component, its type, and the protocol it respects.","그래프

각 구성 요소의 이름, 유형 및 준수하는 프로토콜이 포함 된 추론 그래프의 표현입니다.",,
2143,"The name must match one container name from the componentSpecs section, unless it is a prepackaged model server (see subsequent examples).",이름은 사전 패키징 된 모델 서버가 아닌 경우 componentSpecs 섹션의 하나의 컨테이너 이름과 일치해야합니다 (다음 예제 참조).,,
2144,"Name

The name of the predictor.","이름

예측 자의 이름입니다.",,
2145,"Replicas

The number of replicas to create for each deployment in the predictor.","복제본

예측 자의 각 배포에 대해 생성 할 복제본 수입니다.",,
2146,"Type

The detail on whether it is a prepackaged model server or a custom language wrapper model.","유형

사전 패키징 된 모델 서버인지 사용자 지정 언어 래퍼 모델인지에 대한 세부 정보입니다.",,
2147,"modelUri

A URL where the model binary or weight are stored, which would be relevant for the respective prepackaged model server.","modelUri

모델 바이너리 또는 가중치가 저장되는 URL로, 사전 패키징 된 각 모델 서버와 관련이 있습니다.",,
2148,"Another example for SeldonDeployment for (a) is shown in EXAMPLE 8-8, using in this instance a custom language wrapper model.",(a)에 대한 SeldonDeployment의 또 다른 예는이 경우 사용자 지정 언어 래퍼 모델을 사용하여 예제 8-8에 나와 있습니다.,,
2149,Example 8-8.,예 8-8.,,
2150,"Simple Seldon Core custom language wrapper
apiVersion: machinelearning.seldon.io/v1
kind: SeldonDeployment
metadata:
 name: seldon-model
spec:
 name: test-deployment
 predictors:
 - componentSpecs:
   - spec:
       containers:
       - image: seldonio/mock_classifier_rest:1.3
         name: classifier
   graph:
     children: []
     endpoint:
       type: REST
     name: classifier
     type: MODEL
   name: example
   replicas: 1
In this example you have a small set of new sections:

Containers

This is your Kubernetes container definition, where you are able to provide overrides to the details of your container, together with your Docker image and tag.","간단한 Seldon Core 사용자 정의 언어 래퍼
apiVersion : machinelearning.seldon.io/v1
종류 : SeldonDeployment
메타 데이터 :
 이름 : 셀던 모델
투기:
 이름 : 테스트 배포
 예측 자 :
 -구성 요소 사양 :
   -사양 :
       용기 :
       -이미지 : seldonio / mock_classifier_rest : 1.3
         이름 : 분류 자
   그래프:
     어린이 : []
     끝점 :
       유형 : REST
     이름 : 분류 자
     유형 : 모델
   이름 : 예
   복제본 : 1
이 예에는 작은 새 섹션 세트가 있습니다.

컨테이너

이것은 Docker 이미지 및 태그와 함께 컨테이너의 세부 정보에 대한 재정의를 제공 할 수있는 Kubernetes 컨테이너 정의입니다.",,
2151,"Endpoint

In this case you can specify if the endpoint of your model will be REST or gRPC.","끝점

이 경우 모델의 엔드 포인트가 REST인지 gRPC인지 지정할 수 있습니다.",,
2152,The definition of your inference graph is now complete.,이제 추론 그래프의 정의가 완료되었습니다.,,
2153,We will now discuss how to test your components individually or in unison on the cluster.,이제 구성 요소를 개별적으로 또는 클러스터에서 한꺼번에 테스트하는 방법에 대해 설명합니다.,,
2154,8.7.2.,8.7.2.,,
2155,"Testing Your Model
In order to test your components, you must interface with each using some request input.","모델 테스트
구성 요소를 테스트하려면 일부 요청 입력을 사용하여 각 구성 요소와 인터페이스해야합니다.",,
2156,"You can send requests directly using curl, grpcurl, or a similar utility, as well as by using the Python SeldonClient SDK.","curl, grpcurl 또는 유사한 유틸리티를 사용하거나 Python SeldonClient SDK를 사용하여 직접 요청을 보낼 수 있습니다.",,
2157,There are several options for testing your model before deploying it.,모델을 배포하기 전에 테스트 할 수있는 몇 가지 옵션이 있습니다.,,
